Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Cultimate Foods,https://www.crunchbase.com/funding_round/cultimate-foods-seed--59ccc1f3,"Biotechnology, Food Processing, Product Research",HTGF | High-Tech Gruenderfonds,"b.value AG, Big Idea Ventures, HTGF | High-Tech Gruenderfonds, Kale United, Life Science Valley Wachstumsfond",2300000,EUR,2461006,Seed,2024-04-24,,,,Cultimate Foods,https://www.crunchbase.com/organization/cultimate-foods,"Berlin, Berlin, Germany, Europe",Cultimate Foods is a cellular agriculture company.,https://www.cultimatefoods.com,Seed,6,3180000,EUR,3370069,Yes,Seed,5
Seed Round - roclub,https://www.crunchbase.com/funding_round/roclub-seed--87395100,"Health Care, Health Diagnostics, Medical","FJ Labs, Speedinvest","better ventures, FJ Labs, Speedinvest",4000000,EUR,4290699,Seed,2024-04-25,,,,roclub,https://www.crunchbase.com/organization/roclub,"Berlin, Berlin, Germany, Europe","roclub provides a teleoperation platform for MedTech, enabling remote MRI/CT scans and support for radiographers.",https://roclub.com,Seed,2,6000000,EUR,6251099,Yes,Seed,3
Seed Round - Peeriot,https://www.crunchbase.com/funding_round/peeriot-seed--b950d160,"B2B, Consulting",,"bm-t beteiligungsmanagement thuringen, Dr. Markus Eisel, TGFS - Technologiegründerfonds Sachsen, Thomas Schmidt",,,,Seed,2024-07-03,,,,Peeriot,https://www.crunchbase.com/organization/peeriot,"Leipzig, Sachsen, Germany, Europe",Peeriot is a B2B software high-tech startup with a breakthrough in IoT.,https://www.peeriot.io,Seed,1,,,,Yes,Seed,4
Pre Seed Round - ABH Optics ApS,https://www.crunchbase.com/funding_round/abh-optics-aps-pre-seed--af666fcc,Eyewear,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,7500000,DKK,1098353,Pre-Seed,2024-08-07,,,,ABH Optics ApS,https://www.crunchbase.com/organization/abh-optics-aps,"Copenhagen, Hovedstaden, Denmark, Europe",ABH Optics provides the world's thinnest and lightest eyeglass lenses.,https://abhoptics.dk/,Seed,1,7500000,DKK,1098353,Yes,Seed,1
Seed Round - Social First,https://www.crunchbase.com/funding_round/social-first-seed--ddbbcabf,"Console Games, Gaming, MMO Games, Online Games, PC Games",Crowberry Capital,"Business Finland, Crowberry Capital, Play Ventures",4200000,USD,4200000,Seed,2024-08-06,,,,Social First,https://www.crunchbase.com/organization/social-first,"Helsinki, Southern Finland, Finland, Europe",Social First is a veteran game studio that creates Social Sandbox MMO's across platforms.,https://www.socialfirstgames.com,Seed,2,6700000,USD,6700000,Yes,Seed,3
Seed Round - Vivalyx,https://www.crunchbase.com/funding_round/vivalyx-seed--e3ead33b,"Health Care, Manufacturing, Medical",TechVision Fund,"Arve Capital, Brightlands Venture Partners, GOOSE Capital, Leblon Capital, Springboard Health Angels, TechVision Fund, Yoni Goldwasser",5400000,EUR,5759681,Seed,2024-04-30,,,,Vivalyx,https://www.crunchbase.com/organization/vivalyx,"Aachen, Nordrhein-Westfalen, Germany, Europe",Vivalyx is committed to saving the lives of organ failure patients by boosting the vitality and number of donor organs.,https://vivalyx.com,Seed,3,6900000,EUR,7401498,Yes,Seed,7
Seed Round - Clean Motion,https://www.crunchbase.com/funding_round/clean-motion-seed--9773d725,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing",Finvolve,Finvolve,1000000,USD,1000000,Seed,2024-06-11,,,,Clean Motion,https://www.crunchbase.com/organization/clean-motion,"Jonsered, Vastra Gotaland, Sweden, Europe",Clean Motion is an electric vehicle manufacturer based in Sweden.,https://cleanmotion.se/,Seed,1,1000000,USD,1000000,Yes,Seed,1
Seed Round - Claimlane,https://www.crunchbase.com/funding_round/claimlane-seed--f8d8a323,"Fashion, Information Technology, Wholesale",Vendep Capital,"Nicolaj Reffstrup, Vendep Capital",1800000,EUR,1953233,Seed,2024-05-28,,,,Claimlane,https://www.crunchbase.com/organization/claimlane,"Copenhagen, Hovedstaden, Denmark, Europe",Reinvent product complaint handling for good,http://www.claimlane.com,Seed,3,2339287,USD,2339287,Yes,Seed,2
Seed Round - Jokerace,https://www.crunchbase.com/funding_round/jokerace-seed--f70e1303,,Maven 11 Capital,Maven 11 Capital,3000000,USD,3000000,Seed,2024-07-31,,,,Jokerace,https://www.crunchbase.com/organization/jokerace,"Berlin, Berlin, Germany, Europe","the best way for communities to make, execute, and reward decisions",https://jokerace.io,Seed,2,5000000,USD,5000000,Yes,Seed,1
Seed Round - Ebie,https://www.crunchbase.com/funding_round/rentfair-c2c0-seed--008897bd,"Finance, Financial Services, Insurance, Rental",AMAVI Capital,"AMAVI Capital, Charlotte Strömberg, SSE Ventures, Willard Ahdritz",8000000,SEK,738095,Seed,2024-05-13,,,,Ebie,https://www.crunchbase.com/organization/rentfair-c2c0,"Stockholm, Stockholms Lan, Sweden, Europe",Ebie is an insurance company that offers financial and rental services.,https://ebie.se,Seed,1,8000000,SEK,738095,Yes,Seed,4
Seed Round - Lignopure GmbH,https://www.crunchbase.com/funding_round/lignopure-gmbh-seed--3a3fd4d8,Biotechnology,NBank Capital,"NBank Capital, Niedersachsen Beteiligungs, Raakwark Kaptaal",2400000,EUR,2625720,Seed,2024-07-17,,,,Lignopure GmbH,https://www.crunchbase.com/organization/lignopure-gmbh,"Hamburg, Hamburg, Germany, Europe",Lignopure provides plant-based ingredients based on lignin for high value markets,https://www.lignopure.com/,Seed,2,4600000,EUR,5299904,Yes,Seed,3
Seed Round - Gilion,https://www.crunchbase.com/funding_round/gilion-seed--5a3c28d9,"Analytics, Artificial Intelligence (AI), FinTech, Funding Platform, Machine Learning",,"Andrew Konopelski, Annika Falkengren, Göran Garvner, Henrik Garvner, Oscar Werner",10000000,EUR,10741139,Seed,2024-04-10,,,,Gilion,https://www.crunchbase.com/organization/gilion,"Stockholm, Stockholms Lan, Sweden, Europe",Accelerating founders. We help entrepreneurs achieve big things in short spaces of time through growth funding and analytics.,https://www.gilion.com/,Seed,5,340500000,EUR,375997361,Yes,Seed,5
Seed Round - Captain T Cell,https://www.crunchbase.com/funding_round/captain-t-cell-seed--ea389afe,"Health Care, Therapeutics, Wellness",,"Brandenburg Kapital, Hil-Invent, i&i Biotech Fund",8500000,EUR,9200897,Seed,2024-05-22,,,,Captain T Cell,https://www.crunchbase.com/organization/captain-t-cell,"Berlin, Berlin, Germany, Europe",Captain T Cell is a start-up project that develops T cell-based immunotherapies for cancer patients.,https://www.captaintcell.com/,Seed,1,8500000,EUR,9200897,Yes,Seed,3
Seed Round - Replique,https://www.crunchbase.com/funding_round/replique-seed--e224d98a,"3D Printing, Information Technology, Internet, Software",STS Ventures,"Chemovator, STS Ventures",,,,Seed,2024-06-13,,,,Replique,https://www.crunchbase.com/organization/replique,"Mannheim, Baden-Wurttemberg, Germany, Europe",Replique is an online first fully encrypted 3D printing platform that makes spare part management more sustainable to large OEMs.,https://replique.io,Seed,2,,,,Yes,Seed,2
Seed Round - TRAIT,https://www.crunchbase.com/funding_round/twaiv-seed--7a437357,Mobile Apps,HTGF | High-Tech Gruenderfonds,"better ventures, HTGF | High-Tech Gruenderfonds",1000000,EUR,1089072,Seed,2024-07-22,,,,TRAIT,https://www.crunchbase.com/organization/twaiv,"Berlin, Berlin, Germany, Europe",TRAIT Running Coach app for your iphone or ipad tablet.,https://www.trait.club/,Seed,1,1000000,EUR,1089072,Yes,Seed,2
Seed Round - Otark GmbH,https://www.crunchbase.com/funding_round/otark-seed--20705465,"Clean Energy, CleanTech, Energy, GreenTech, Renewable Energy",Venture Stars,"BM H Beteiligungs-Managementgesellschaft Hessen, D11Z.Ventures, MARKUS W. VOIGT, Tribe Investments GmbH & Co. KG, Venture Stars",2500000,EUR,2779838,Seed,2024-09-17,,,,Otark GmbH,https://www.crunchbase.com/organization/otark,"Frankfurt, Hessen, Germany, Europe","Cleantech, Greentech, PPA, Green Energy",https://www.otark.com,Seed,2,2740000,EUR,3033377,Yes,Seed,5
Pre Seed Round - Scavenger AI,https://www.crunchbase.com/funding_round/scavenger-pre-seed--10f62668,"Analytics, Artificial Intelligence (AI), Business Intelligence, Software",HTGF | High-Tech Gruenderfonds,"B4i - Bocconi for innovation, Calm/Storm Ventures, Cataligent, Femventix, HTGF | High-Tech Gruenderfonds",1100000,EUR,1179871,Pre-Seed,2024-04-11,,,,Scavenger AI,https://www.crunchbase.com/organization/scavenger,"Berlin, Berlin, Germany, Europe",Scavenger allows decision-makers to take the best decision possible by transforming raw data into actionable insights within seconds.,https://scavenger-ai.com/,Seed,1,1100000,EUR,1179871,Yes,Seed,5
Seed Round - Powercall,https://www.crunchbase.com/funding_round/powercall-ed37-seed--286be117,"CRM, Direct Sales, SaaS, Sales Automation",,"ESB Invest Vorpommern, Mittelständische Beteiligungsgesellschaft Mecklenburg-Vorpommern, Reginald Stadlbauer, ROKA 1825",,,,Seed,2024-07-11,,,,Powercall,https://www.crunchbase.com/organization/powercall-ed37,"Bad Doberan, Mecklenburg-Vorpommern, Germany, Europe",Powercall is a SaaS company that provides user-oriented sales software and AI-based CRM solutions for efficient performance in direct sales.,https://powercall.io,Seed,1,,,,Yes,Seed,4
Seed Round - Meela,https://www.crunchbase.com/funding_round/meela-9cf3-seed--2c5a6126,"Health Care, Therapeutics, Wellness",Peak,"Calm/Storm Ventures, Peak, The Inner Foudation, Unconventional Ventures",2600000,EUR,2791542,Seed,2024-07-01,,,,Meela,https://www.crunchbase.com/organization/meela-9cf3,"Göteborg, Vastra Gotaland, Sweden, Europe",Meela AB matches individuals with psychologists or psychotherapists for online and in-person therapy.,https://meelahealth.com,Seed,1,2600000,EUR,2791542,Yes,Seed,4
Seed Round - ECO2GROW,https://www.crunchbase.com/funding_round/eco2grow-seed--0a87de35,"Energy, Energy Management, GreenTech","neoteq ventures, NRW.BANK","neoteq ventures, NRW.BANK, Techstars, Vireo Ventures",4000000,EUR,4362369,Seed,2024-07-17,,,,ECO2GROW,https://www.crunchbase.com/organization/eco2grow,"Bonn, Nordrhein-Westfalen, Germany, Europe",ECO2GROW is a B2B energy renewable energy company that helps industrial SMEs master the renewable energy age.,https://en.eco2grow.com,Seed,2,4482369,USD,4482369,Yes,Seed,4
Seed Round - Cardino,https://www.crunchbase.com/funding_round/cardino-a98d-seed--e8a6692a,"Automotive, Electric Vehicle, Sustainability, Transportation",Point Nine,"DEPO Ventures, Point Nine, Rosberg Ventures, Sequoia Capital",4000000,EUR,4291233,Seed,2024-06-11,,,,Cardino,https://www.crunchbase.com/organization/cardino-a98d,"Berlin, Berlin, Germany, Europe",Cardino operates and develops a digital platform for buying and selling secondhand electric vehicles.,https://www.cardino.de/,Seed,3,5000000,EUR,5360433,Yes,Seed,4
Pre Seed Round - swayle.,https://www.crunchbase.com/funding_round/swayle-pre-seed--c477e8f2,"Generative AI, Sales Automation, Software",,"Birger Bache-Mathiesen, Helge Bharat Johnsen, Lars Helledal, Marius Barhaugen, Nordavind Invest, Relog Invest AS",550000,NOK,50767,Pre-Seed,2024-05-06,5000000,NOK,461523,swayle.,https://www.crunchbase.com/organization/swayle,"Oslo, Oslo, Norway, Europe",Lead Insights and Outreach Strategies Straight to Your CRM,https://www.swayle.ai/,Seed,1,550000,NOK,50767,Yes,Seed,6
Seed Round - Sensorita,https://www.crunchbase.com/funding_round/sensorita-seed--258fbe27,"Information Technology, Recycling, Software, Waste Management",Brick & Mortar Ventures,"Brick & Mortar Ventures, Telenor",3250000,USD,3250000,Seed,2024-07-03,,,,Sensorita,https://www.crunchbase.com/organization/sensorita,"Oslo, Oslo, Norway, Europe","Sensorita creates digital twins of waste containers and helps waste companies cut time, costs and emissions.",https://sensorita.com,Seed,2,3305757,USD,3305757,Yes,Seed,2
Seed Round - Heidelberg Epignostix,https://www.crunchbase.com/funding_round/heidelberg-epignostix-seed--c409ab38,"Hospital, Medical, Wellness",Carma Fund,"Carma Fund, HTGF | High-Tech Gruenderfonds, LBBW VC, Start-up BW Innovation Fonds",4300000,EUR,4609826,Seed,2024-07-02,,,,Heidelberg Epignostix,https://www.crunchbase.com/organization/heidelberg-epignostix,"Heidelberg, Baden-Wurttemberg, Germany, Europe",Heidelberg Epignostix is a pioneering start-up led by a dedicated team of DNA methylation-based tumor categorization experts.,https://epignostix.com,Seed,1,4300000,EUR,4609826,Yes,Seed,4
Seed Round - Healthtech 1,https://www.crunchbase.com/funding_round/healthtech-1-seed--16591cc4,"Health Care, Primary and Urgent Care",Moonfire Ventures,"Moonfire Ventures, Y Combinator",2700000,GBP,3441226,Seed,2024-07-04,,,,Healthtech 1,https://www.crunchbase.com/organization/healthtech-1,"England, Nordrhein-Westfalen, Germany, Europe",Healthtech 1 focuses on automating away admin tasks in primary care.,https://healthtech1.uk/,Seed,3,3941226,USD,3941226,Yes,Seed,2
Seed Round - Unioo,https://www.crunchbase.com/funding_round/unioo-seed--86a67d9c,"Meeting Software, Productivity Tools, Software","Compounding Capital, Ugly Duckling Ventures","Compounding Capital, Ugly Duckling Ventures",6000000,DKK,875624,Seed,2024-07-22,,,,Unioo,https://www.crunchbase.com/organization/unioo,"Randers, Midtjylland, Denmark, Europe",Unioo is a board portal that develops tools and software solutions to revolutionize and manage organizations and volunteer work.,https://unioo.io,Seed,1,6000000,DKK,875624,Yes,Seed,2
Seed Round - Ovom Care,https://www.crunchbase.com/funding_round/ovom-seed--1e135deb,"Artificial Intelligence (AI), Fertility, Health Care, Predictive Analytics",Alpha Intelligence Capital,"Alpha Intelligence Capital, Ananda Impact Ventures, Merantix Capital",4800000,EUR,5119716,Seed,2024-04-30,,,,Ovom Care,https://www.crunchbase.com/organization/ovom,"Berlin, Berlin, Germany, Europe",Ovom Care is an AI healthcare based company.,http://ovomcare.com,Seed,2,5800000,EUR,6185366,Yes,Seed,3
Pre Seed Round - LoopID,https://www.crunchbase.com/funding_round/loopid-pre-seed--bcb2e10c,"GreenTech, Sustainability",Vanagon Ventures,"Alchemist Accelerator, Joerg Walden, Vanagon Ventures",,,,Pre-Seed,2024-06-09,,,,LoopID,https://www.crunchbase.com/organization/loopid,"Munich, Bayern, Germany, Europe",Digital solutions for the Circular Economy,https://www.loopid.com,Seed,1,,,,Yes,Seed,3
Pre Seed Round - Fortifai,https://www.crunchbase.com/funding_round/fortifai-pre-seed--d16e425c,"Analytics, Infrastructure","Impact Shakers, RunwayFBU, Startuplab","Impact Shakers, RunwayFBU, Startuplab",502000,EUR,537610,Pre-Seed,2024-06-25,,,,Fortifai,https://www.crunchbase.com/organization/fortifai,"Oslo, Oslo, Norway, Europe","Fortifai fast-tracks continuous Environment, Social, and Governance (ESG) compliance.",https://www.fortifai.co/,Seed,1,502000,EUR,537610,Yes,Seed,3
Seed Round - Polar Night Energy,https://www.crunchbase.com/funding_round/polar-night-energy-seed--dd64d04d,"Energy, Oil and Gas, Renewable Energy, Semiconductor","Jonathan Oppenheimer, Stephen Industries","Holdix Oy Ab, Jonathan Oppenheimer, PC Rettig & CO Impact, Stephen Industries, Turret Oy",7600000,EUR,8183817,Seed,2024-04-02,,,,Polar Night Energy,https://www.crunchbase.com/organization/polar-night-energy,"Pilkanmaa, Southern Finland, Finland, Europe",Polar Night Energy is a startup that designs and builds heat storages for renewable energy.,https://polarnightenergy.fi/,Seed,2,8100000,EUR,8763657,Yes,Seed,5
Seed Round - Moon Rover Games,https://www.crunchbase.com/funding_round/moon-rover-games-seed--f7c5fdb4,,NCSOFT,NCSOFT,3500000,USD,3500000,Seed,2024-07-30,,,,Moon Rover Games,https://www.crunchbase.com/organization/moon-rover-games,"Stockholm, Stockholms Lan, Sweden, Europe",Moon Rover Games is a game production studio.,http://moonrover.games,Seed,1,3500000,USD,3500000,Yes,Seed,1
Seed Round - Kalia Lab,https://www.crunchbase.com/funding_round/kalia-lab-seed--e648f550,"Beauty, Personal Health","Tengelmann Ventures, YZR Capital","Cornelia Hoppe, Lucas Cranach, Philipp Kuhn-Régnier, Tengelmann Ventures, YZR Capital",3900000,EUR,4189044,Seed,2024-04-10,,,,Kalia Lab,https://www.crunchbase.com/organization/kalia-lab,"Hamburg, Hamburg, Germany, Europe",Kalia Lab offers cosmetic and skin care services.,https://kalialab.de,Seed,1,3900000,EUR,4189044,Yes,Seed,5
Pre Seed Round - Moxso,https://www.crunchbase.com/funding_round/moxso-pre-seed--2526f1d0,"Cyber Security, Network Security",,"D2 Fund, Ugly Duckling Ventures",11250000,DKK,1654436,Pre-Seed,2024-08-15,,,,Moxso,https://www.crunchbase.com/organization/moxso,"Copenhagen, Hovedstaden, Denmark, Europe",Moxso provides cybersecurity training services.,https://moxso.com/,Seed,1,11250000,DKK,1654436,Yes,Seed,2
Seed Round - Mateo,https://www.crunchbase.com/funding_round/mateo-2e17-seed--e52994d8,"CRM, Customer Service","Brandenburg Kapital, Raakwark Kaptaal","Brandenburg Kapital, Raakwark Kaptaal",,,,Seed,2024-06-05,,,,Mateo,https://www.crunchbase.com/organization/mateo-2e17,"Berlin, Berlin, Germany, Europe",Mateo is the omni-channel customer experience powerhouse that enables local brands and businesses to drive more growth,https://hellomateo.de,Seed,2,240000,EUR,283510,Yes,Seed,2
Seed Round - mogenius,https://www.crunchbase.com/funding_round/mogenius-seed--54be31a1,"Cloud Computing, DevOps, Enterprise, Internet, SaaS, Software","CONCEPTUM Beteiligungsgesellschaft mbH, seed + speed Ventures, Smart Infrastructure Ventures ('SIVentures')","CONCEPTUM Beteiligungsgesellschaft mbH, seed + speed Ventures, Smart Infrastructure Ventures ('SIVentures')",2500000,EUR,2725093,Seed,2024-07-18,,,,mogenius,https://www.crunchbase.com/organization/mogenius,"Cologne, Nordrhein-Westfalen, Germany, Europe",mogenius is a Kubernetes Operations Platform that helps teams to deploy and manage applications on Kubernetes easily.,https://mogenius.com,Seed,2,2500000,EUR,2725093,Yes,Seed,3
Seed Round - Electricity Maps,https://www.crunchbase.com/funding_round/electricitymap-seed--19da0852,,"Revent, Transition","Revent, Transition",5000000,EUR,5374974,Seed,2024-05-07,,,,Electricity Maps,https://www.crunchbase.com/organization/electricitymap,"Copenhagen, Hovedstaden, Denmark, Europe","Mapping the climate impact of electricity, worldwide, and in real-time.",https://www.electricitymaps.com,Seed,1,5000000,EUR,5374974,Yes,Seed,2
Pre Seed Round - XenoPatch GmbH,https://www.crunchbase.com/funding_round/xeno-patch-ug-pre-seed--4668e676,"Health Care, Medical",bmp Ventures,"Berlin Angel Fund, bmp Ventures, SCE Freiraum Ventures",,,,Pre-Seed,2024-07-17,,,,XenoPatch GmbH,https://www.crunchbase.com/organization/xeno-patch-ug,"Munich, Bayern, Germany, Europe",MedTech Hardware Device,https://www.xenopatch.com/,Seed,1,,,,Yes,Seed,3
Seed Round - Lemmo,https://www.crunchbase.com/funding_round/lemo-ee17-seed--81e4828b,"Autonomous Vehicles, Electric Vehicle, Transportation",Joy Capital,"Cyanhill Capital, Joy Capital",10000000,USD,10000000,Seed,2024-06-04,,,,Lemmo,https://www.crunchbase.com/organization/lemo-ee17,"Berlin, Berlin, Germany, Europe",lemmo is a smart electric light transportation service provider.,https://www.lemmofuture.com,Seed,2,10000000,USD,10000000,Yes,Seed,2
Seed Round - Lemonado,https://www.crunchbase.com/funding_round/lemonado-seed--31df9d79,"Analytics, Artificial Intelligence (AI), Enterprise Software, Information Technology, Productivity Tools, SaaS, Web Apps",node.vc,"Alexander Aghassipour, node.vc",1200000,EUR,1308711,Seed,2024-07-17,,,,Lemonado,https://www.crunchbase.com/organization/lemonado,"Stockholm, Stockholms Lan, Sweden, Europe","Lemonado's no-code platform enables anyone, without technical expertise, to build and share apps.",https://lemonado.io/,Seed,1,1200000,EUR,1308711,Yes,Seed,2
Seed Round - Eneryield,https://www.crunchbase.com/funding_round/eneryield-seed--4e5250f2,"Analytics, Artificial Intelligence (AI), Energy, Energy Efficiency, Machine Learning, Predictive Analytics",,"ABB, Chalmers Ventures AB",21000000,SEK,1983208,Seed,2024-05-28,,,,Eneryield,https://www.crunchbase.com/organization/eneryield,"Gothenburg, Vastra Gotaland, Sweden, Europe",Eneryield develops machine learning algorithms for advanced energy analytics.,http://www.eneryield.com,Seed,3,2103208,USD,2103208,Yes,Seed,2
Seed Round - Arab Therapy,https://www.crunchbase.com/funding_round/arab-therapy-seed--cecd7557,"Health Care, Medical, Mental Health","Flat6Labs, Vision Health Pioneers Incubator","Flat6Labs, Vision Health Pioneers Incubator",1000000,USD,1000000,Seed,2024-04-19,,,,Arab Therapy,https://www.crunchbase.com/organization/arab-therapy,"Berlin, Berlin, Germany, Europe",Arab Therapy operates as a mental health-focused start-up.,https://www.arabtherapy.com,Seed,5,1280000,USD,1280000,Yes,Seed,2
Seed Round - Heimladen,https://www.crunchbase.com/funding_round/heimladen-seed--c6fb7f6c,"Charging Infrastructure, Renewable Energy, Semiconductor, Sustainability",,"Adrian, Lukas Mayer, Stefan Keller",,,,Seed,2024-06-18,,,,Heimladen,https://www.crunchbase.com/organization/heimladen,"Randersacker, Bayern, Germany, Europe",Heimladen primarily offers charging infrastructure for real estate.,https://heimladen.de/,Seed,2,,,,Yes,Seed,3
Seed Round - Reduced,https://www.crunchbase.com/funding_round/reduced-seed--9c1115d3,"Food and Beverage, Food Processing, Organic, Sustainability, Waste Management",Novo Holdings,"Einar Willumsen, Export and Investment Fund, Novo Holdings, Rockstart",6000000,EUR,6501944,Seed,2024-04-04,,,,Reduced,https://www.crunchbase.com/organization/reduced,"Copenhagen, Hovedstaden, Denmark, Europe",Reduced develops natural flavor enhancers from upcycled produce.,https://reduced.dk/,Seed,4,17285000,EUR,18875283,Yes,Early Stage Venture,4
Seed Round - Saveggy,https://www.crunchbase.com/funding_round/saveggy-seed--3ba9c41e,"Food and Beverage, Organic Food",,"Almi Invest GreenTech, LRF Ventures, Unconventional Ventures",1760000,EUR,1869963,Seed,2024-04-15,,,,Saveggy,https://www.crunchbase.com/organization/saveggy,"Lund, Skane Lan, Sweden, Europe",Saveggy develops a bio-based edible vegan coating for fruit and vegetables eliminating plastic while keeping its protecting properties.,https://saveggy.com/,Seed,5,3826058,USD,3826058,Yes,Seed,3
Pre Seed Round - DREV,https://www.crunchbase.com/funding_round/drev-pre-seed--a5a3f5e1,Electronics,Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,DREV,https://www.crunchbase.com/organization/drev,"Gothenburg, Vastra Gotaland, Sweden, Europe",DREV offers innovative cleaning technology for battery manufacturing.,https://www.drev.tech,Seed,1,125000,USD,125000,Yes,Seed,1
Pre Seed Round - RemoteSolar GmbH,https://www.crunchbase.com/funding_round/remotesolar-gmbh-pre-seed--16d48910,"Renewable Energy, Solar",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,RemoteSolar GmbH,https://www.crunchbase.com/organization/remotesolar-gmbh,"Aachen, Nordrhein-Westfalen, Germany, Europe",RemoteSolar enables solar power for every household.,https://www.remotesolar.de,Seed,1,125000,USD,125000,Yes,Seed,1
Pre Seed Round - Net Zero Build,https://www.crunchbase.com/funding_round/net-zero-build-pre-seed--6a5d942b,"Artificial Intelligence (AI), Green Building, PropTech, Real Estate, Real Estate Investment, SaaS, Sustainability",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-07-08,,,,Net Zero Build,https://www.crunchbase.com/organization/net-zero-build,"Stockholm, Stockholms Lan, Sweden, Europe",Net Zero Build offers an AI-driven platform designed to streamline and automate the sustainable building certification process.,https://netzerobuild.ai,Seed,3,161118,USD,161118,Yes,Seed,1
Pre Seed Round - Lex Energy,https://www.crunchbase.com/funding_round/lex-energy-pre-seed--2f5001e0,Charging Infrastructure,Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,Lex Energy,https://www.crunchbase.com/organization/lex-energy,"Göteborg, Vastra Gotaland, Sweden, Europe",Lex Energy offers advanced energy solutions and Delivering fast EV charging in areas with limited power grid capacity.,https://lexenergy.io,Seed,1,125000,USD,125000,Yes,Seed,1
Seed Round - Crafthunt,https://www.crunchbase.com/funding_round/crafthunt-seed--69710fd2,"Construction, Recruiting, SaaS, Software","Redstone.VC, UVC Partners","Redstone.VC, Stefan Rothlehner, UVC Partners",3000000,EUR,3264510,Seed,2024-06-04,,,,Crafthunt,https://www.crunchbase.com/organization/crafthunt,"Munich, Bayern, Germany, Europe",Europe's largest platform for construction professionals offering the best job opportunities and breaking language barriers,https://crafthunt.app/,Seed,2,3000000,EUR,3264510,Yes,Seed,3
Pre Seed Round - FLOX,https://www.crunchbase.com/funding_round/flox-8185-pre-seed--e63487a7,"Generative AI, Software, Transportation, Wildlife Conservation",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,FLOX,https://www.crunchbase.com/organization/flox-8185,"Stockholm, Stockholms Lan, Sweden, Europe",A wildlife intelligence AI company creating a world where humans and wildlife coexist.,https://floxrobotics.com,Seed,6,963635,USD,963635,Yes,Seed,1
Pre Seed Round - Leeana,https://www.crunchbase.com/funding_round/leeana-pre-seed--f97f7968,"GreenTech, Software, Sustainability",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,Leeana,https://www.crunchbase.com/organization/leeana,"Munich, Bayern, Germany, Europe",The biodiversity platform for the next generation of nature-related action,https://www.leeana.io/,Seed,1,125000,USD,125000,Yes,Seed,1
Pre Seed Round - Nobody Engineering,https://www.crunchbase.com/funding_round/nobody-engineering-pre-seed--23bebafc,"Internet of Things, Robotics, Smart Building",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-08,,,,Nobody Engineering,https://www.crunchbase.com/organization/nobody-engineering,"Tampere, Western Finland, Finland, Europe",The legacy-first independent data layer (IDL) for connecting building automation to digital services.,https://www.nobodyengineering.com/,Seed,1,125000,USD,125000,Yes,Seed,1
Pre Seed Round - Engrate,https://www.crunchbase.com/funding_round/engrate-pre-seed--a0523b00,"Energy, Infrastructure, SaaS, Software",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,Engrate,https://www.crunchbase.com/organization/engrate,"Djursholm, Stockholms Lan, Sweden, Europe","Engrate offers an integration platform for connecting to energy actors, systems, and data sources.",https://engrate.io,Seed,1,125000,USD,125000,Yes,Seed,1
Pre Seed Round - PryvX,https://www.crunchbase.com/funding_round/pryvx-pre-seed--178c8d45,"Cyber Security, Information Technology, Privacy",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,PryvX,https://www.crunchbase.com/organization/pryvx,"Stockholm, Stockholms Lan, Sweden, Europe",PryvX provides a platform that has been designed to combat cybercrime through collaboration and data security.,https://www.pryvx.com/,Seed,2,288178,USD,288178,Yes,Seed,1
Pre Seed Round - BrainZell,https://www.crunchbase.com/funding_round/brainzell-pre-seed--263f06e8,"3D Technology, Biotechnology, Pharmaceutical",Norrsken Accelerator,Norrsken Accelerator,125000,USD,125000,Pre-Seed,2024-06-03,,,,BrainZell,https://www.crunchbase.com/organization/brainzell,"Stockholm, Stockholms Lan, Sweden, Europe",BrainZell uses stem cell-based models that match the human brain better than that of animals.,https://brainzell.com/,Seed,2,125000,USD,125000,Yes,Seed,1
