Transaction Name,Transaction Name URL,Organization Industries,Lead Investors,Investor Names,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Type,Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Organization Name,Organization Name URL,Organization Location,Organization Description,Organization Website,Funding Stage,Number of Funding Rounds,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Funding Status,Number of Investors
Seed Round - Charge Construct,https://www.crunchbase.com/funding_round/charge-construct-seed--173e920d,"Charging Infrastructure, Energy, Renewable Energy, Sustainability",SEAC Group,SEAC Group,,,,Seed,2022-06-29,,,,Charge Construct,https://www.crunchbase.com/organization/charge-construct,"Ingolstadt, Bayern, Germany, Europe",Charge Construct is an electric vehicle charging station that offers charging infrastructure and plug-in charging solutions.,https://chargeconstruct.de/,Seed,1,,,,Yes,Seed,1
Seed Round - Corite,https://www.crunchbase.com/funding_round/corite-seed--d310c3b6,"Generative AI, Marketing Automation, Music, Productivity Tools, Social Media Management, Virtual Assistant",,"Charles Goldstuck, Kyros Ventures, LVT Capital, Maven Capital, Oriole Ventures",50000,USD,50000,Seed,2022-01-31,,,,Corite,https://www.crunchbase.com/organization/corite,"Stockholm, Stockholms Lan, Sweden, Europe",Corite is a fan-funding platform where fans invest in the music they love.,https://corite.com/,Seed,4,6932021,USD,6932021,Yes,Seed,5
Pre Seed Round - Landfolk,https://www.crunchbase.com/funding_round/landfolk-com-pre-seed--05967819,"Hospitality, Online Portals, Vacation Rental",Heartland,Heartland,,,,Pre-Seed,2022-03-21,,,,Landfolk,https://www.crunchbase.com/organization/landfolk-com,"Aarhus, Midtjylland, Denmark, Europe",Landfolk offers rental services for trip and vacation.,https://landfolk.com,Seed,3,15124990,USD,15124990,Yes,Early Stage Venture,1
Seed Round - Aaron.ai,https://www.crunchbase.com/funding_round/aaron-ai-2-seed--736a1743,"Artificial Intelligence (AI), Health Care, Internet, Machine Learning, SaaS",,"BonVenture, Futury Capital, IBB Ventures",3500000,EUR,3665681,Seed,2022-05-18,,,,Aaron.ai,https://www.crunchbase.com/organization/aaron-ai-2,"Berlin, Berlin, Germany, Europe",Aaron.ai is the Doctor Assistant powered by conversational AI,https://aaron.ai/,Seed,3,3500000,EUR,3665681,Yes,M&A,3
Pre Seed Round - Korall Engineering,https://www.crunchbase.com/funding_round/korall-engineering-pre-seed--00a5d1d7,"3D Technology, Product Design, Software",Techstars,Techstars,120000,USD,120000,Pre-Seed,2022-03-25,,,,Korall Engineering,https://www.crunchbase.com/organization/korall-engineering,"Bergen, Hordaland, Norway, Europe",Korall Engineering is a design engineering firm that uses AI software.,https://www.korall.io,Seed,1,120000,USD,120000,Yes,Seed,1
Seed Round - PlatoScience,https://www.crunchbase.com/funding_round/plato-science-seed--30b2fbee,Consumer Electronics,,Btomorrow Ventures,,,,Seed,2022-02-28,,,,PlatoScience,https://www.crunchbase.com/organization/plato-science,"Copenhagen, Hovedstaden, Denmark, Europe",PlatoScience is a neuroscience company that improves understanding of the human brain.,https://www.platoscience.com,Seed,4,71429,EUR,81868,Yes,Seed,1
Seed Round - tl;dv,https://www.crunchbase.com/funding_round/tl-dv-seed--c56f87da,"Artificial Intelligence (AI), Meeting Software, Recruiting, Software",K Fund,"another.vc, K Fund, MSM, Oscar Pierre, Seedcamp, Shilling",4300000,EUR,4534994,Seed,2022-06-16,,,,tl;dv,https://www.crunchbase.com/organization/tl-dv,"Köln, Nordrhein-Westfalen, Germany, Europe",Join fewer & host leaner live meetings. Catch up on meetings in minutes.,http://www.tldv.io/,Seed,2,4300000,EUR,4534994,Yes,Seed,6
Pre Seed Round - countX,https://www.crunchbase.com/funding_round/countx-pre-seed--42fdf92b,"Financial Services, Software",,"D4 Ventures, FJ Labs, Inovexus",,,,Pre-Seed,2022-04-12,,,,countX,https://www.crunchbase.com/organization/countx,"Berlin, Berlin, Germany, Europe",countX is an automated VAT compliance platform.,https://www.countx.com,Seed,1,,,,Yes,Seed,3
Pre Seed Round - Winkt,https://www.crunchbase.com/funding_round/winkt-gmbh-pre-seed--695f08d9,"Communities, Lifestyle, Local, Local Advertising, Local Business, Private Social Networking, Social",,,,,,Pre-Seed,2022-02-01,,,,Winkt,https://www.crunchbase.com/organization/winkt-gmbh,"Berlin, Berlin, Germany, Europe",Winkt is a social networking platform that builds connections based on a user's location.,http://www.winktapp.com,Seed,2,,,,Yes,Seed,
Pre Seed Round - charly,https://www.crunchbase.com/funding_round/charlygroup-pre-seed--01415b21,"Compliance, Developer Tools, Human Resources, Management Information Systems, Travel, Web Development",The Delta,The Delta,1000000,EUR,1053523,Pre-Seed,2022-05-01,,,,charly,https://www.crunchbase.com/organization/charlygroup,"Berlin, Berlin, Germany, Europe",Charly Group created a hybrid work management framework for individual work levels.,http://www.becharly.com,Seed,2,1553523,USD,1553523,Yes,M&A,1
Pre Seed Round - WiseClean,https://www.crunchbase.com/funding_round/wiseclean-pre-seed--0b30aee9,"Artificial Intelligence (AI), Big Data, Consumer Applications, Janitorial Service, Predictive Analytics",,,24600,EUR,27732,Pre-Seed,2022-02-01,,,,WiseClean,https://www.crunchbase.com/organization/wiseclean,"Harjumaa, Eastern Finland, Finland, Europe","Revolutionizing home cleaning with AI for unmatched efficiency and reliability, targeting young professionals and Airbnb hosts.",https://wiseclean.eu/,Seed,3,52600,EUR,56682,Yes,Seed,
Seed Round - encentive,https://www.crunchbase.com/funding_round/encentive-seed--98bfafa4,"Clean Energy, Energy, Energy Efficiency, Renewable Energy, Software",,Vireo Ventures,,,,Seed,2022-01-27,,,,encentive,https://www.crunchbase.com/organization/encentive,"Neumünster, Schleswig-Holstein, Germany, Europe",Flexibility-as-a-Service for Utilities and Grid Operators,https://encentive.de/,Seed,2,2700000,EUR,2937177,Yes,Seed,1
Seed Round - aumio,https://www.crunchbase.com/funding_round/aumio-seed--8219408c,"Health Care, Mental Health","byFounders, Partech","byFounders, Partech",3000000,EUR,3173858,Seed,2022-05-19,,,,aumio,https://www.crunchbase.com/organization/aumio,"Eppelborn, Saarland, Germany, Europe",digital training for the mental health of children,https://aumio.de/,Seed,2,3000000,EUR,3173858,Yes,Seed,2
Seed Round - Synctive,https://www.crunchbase.com/funding_round/synctive-seed--9c52c75f,"Machinery Manufacturing, Service Industry, Software",Capnamic Ventures,"Capnamic Ventures, Eric Ebert, Johannes Schaback, Just Beyer, Mücke Roth & Company, Oliver Roskopf, Robert Maier, Saarbruecker 21, Stephen Weich",1500000,EUR,1610119,Seed,2022-05-31,,,,Synctive,https://www.crunchbase.com/organization/synctive,"Bielefeld, Nordrhein-Westfalen, Germany, Europe",Synctive enables equipment-as-a-service and pay-per-use business models for machine and plant manufacturers.,https://synctive.de/,Seed,2,1500000,EUR,1610119,Yes,Seed,9
Pre Seed Round - Fellow Pay,https://www.crunchbase.com/funding_round/creditstretcher-pre-seed--1b31b2ad,"Financial Services, FinTech, Internet",,,2500000,DKK,357930,Pre-Seed,2022-06-01,,,,Fellow Pay,https://www.crunchbase.com/organization/creditstretcher,"Copenhagen, Hovedstaden, Denmark, Europe",Fellow Pay provides fair access to credit through upfront financing on invoices and extending 60 days free credit to buyers.,https://www.fellowpay.com/,Seed,3,402930,USD,402930,Yes,Seed,
Pre Seed Round - Olivia,https://www.crunchbase.com/funding_round/olivia-pre-seed--bc270770,"Apps, Health Care, Personal Health, Women's",,Propel Capital,50000,EUR,54489,Pre-Seed,2022-03-08,,,,Olivia,https://www.crunchbase.com/organization/olivia,"Stockholm, Stockholms Lan, Sweden, Europe","Olivia is a digital platform that acts as a menopause guide to understand, track, and relieve menopause symptoms.",https://www.join-olivia.com/,Seed,4,50000,EUR,54489,Yes,Seed,1
Seed Round - Voltan Energy,https://www.crunchbase.com/funding_round/voltan-energy-seed--f559479c,"Energy, Environmental Engineering, Renewable Energy",,"Holdix Oy Ab, Nidoco, Timo Soininen, Turret Oy",2500000,EUR,2611473,Seed,2022-06-29,,,,Voltan Energy,https://www.crunchbase.com/organization/voltan-energy,"Helsinki, Southern Finland, Finland, Europe",Voltan Energy is a sustainable and affordable local heating and cooling solutions.,https://voltanenergy.com/,Seed,3,4000000,EUR,4200724,Yes,M&A,4
Pre Seed Round - Backpacker Trail,https://www.crunchbase.com/funding_round/backpackertrail-pre-seed--643ee590,"Adventure Travel, Hospitality, Information Technology, Tourism, Travel, Travel Agency",,,450000,EUR,507299,Pre-Seed,2022-02-01,,,,Backpacker Trail,https://www.crunchbase.com/organization/backpackertrail,"Heidelberg, Baden-Wurttemberg, Germany, Europe",Backpackertrail connects the new generation of travelers with the creator economy,https://www.backpackertrail.de/,Seed,3,1100000,EUR,1246691,Yes,Seed,
Seed Round - Adamant Health,https://www.crunchbase.com/funding_round/adamant-health-seed--e1d60419,"Health Care, Medical Device",,"Cor Group, Gerresheimer Glas, Voima Ventures",2200000,EUR,2291337,Seed,2022-06-13,,,,Adamant Health,https://www.crunchbase.com/organization/adamant-health,"Kuopio, Eastern Finland, Finland, Europe",Better days for people with Parkinson’s disease.,https://www.adamanthealth.com/,Seed,2,2200000,EUR,2291337,Yes,Seed,3
Seed Round - Brizo,https://www.crunchbase.com/funding_round/brizo-7953-seed--205defb1,"Delivery Service, E-Commerce, Logistics, Same Day Delivery, Supply Chain Management",,Futurology Ventures,,,,Seed,2022-06-01,,,,Brizo,https://www.crunchbase.com/organization/brizo-7953,"Stockholm, Stockholms Lan, Sweden, Europe",Brizo is a logistics company providing same-day delivery services for brands.,https://www.brizo.se,Seed,2,160000,USD,160000,Yes,Seed,1
Pre Seed Round - Halbestunde,https://www.crunchbase.com/funding_round/halbestunde-pre-seed--533822ec,"EdTech, Music, Music Education",,,600000,EUR,676440,Pre-Seed,2022-02-25,,,,Halbestunde,https://www.crunchbase.com/organization/halbestunde,"Alt Tellin, Mecklenburg-Vorpommern, Germany, Europe",Halbestunde develops music-education mobile applications.,https://xn--halbestundeben-qsb.de/,Seed,2,1125000,EUR,1293003,Yes,Seed,
Seed Round - Soba,https://www.crunchbase.com/funding_round/soba-studios-seed--3fb0a1c8,"Cryptocurrency, Gaming, Online Games",Lightspeed Venture Partners,"Cherry Ventures, FTX Ventures, Jack Dunlop, Lightspeed Venture Partners, Matthew Haag, Point Nine, Tim Evans, TQ Ventures, Álvaro González de Buitrago Burgoa",13600000,USD,13600000,Seed,2022-06-29,,,,Soba,https://www.crunchbase.com/organization/soba-studios,"Berlin, Berlin, Germany, Europe",Soba is a gaming platform that creates no-code game development tools.,https://soba.xyz,Seed,1,13600000,USD,13600000,Yes,Seed,9
Pre Seed Round - LEVY Health,https://www.crunchbase.com/funding_round/levy-health-pre-seed--e2bca5cf,"Biotechnology, Fertility, Health Care, Health Diagnostics, Medical, Software",Atlantic Labs,"Atlantic Labs, Calm/Storm Ventures, Jenny Saft, Johann ""Hansi"" Hansmann, Lea von Bidder",2500000,EUR,2790365,Pre-Seed,2022-03-30,,,,LEVY Health,https://www.crunchbase.com/organization/levy-health,"Berlin, Berlin, Germany, Europe","The LEVY Fertility Code is a clinical decision support software for endocrine disorders, empowering clinicians to diagnose women faster.",https://www.levy.health/en/us,Seed,3,3300000,EUR,3660245,Yes,Seed,5
Seed Round - Monite,https://www.crunchbase.com/funding_round/monite-seed--8ec2a13e,"Financial Services, FinTech, Payments, SaaS, Software",Point72 Ventures,"365.fintech, Adriaan Mol, Jason Pate, Jonathan Weiner, Point72 Ventures, Ralph Muller, Victor Jacobsson",4500000,EUR,5098053,Seed,2022-02-22,,,,Monite,https://www.crunchbase.com/organization/monite,"Berlin, Berlin, Germany, Europe",Monite is an add invoicing and payables automation management platform.,https://monite.com,Seed,4,17445838,USD,17445838,Yes,Seed,7
Seed Round - natif.ai,https://www.crunchbase.com/funding_round/natif-ai-seed--24ed8b87,"Artificial Intelligence (AI), Machine Learning, Software",redalpine,"468 Capital, F-LOG Ventures, HTGF | High-Tech Gruenderfonds, Phillipp Rechberg, Premius, redalpine",5000000,EUR,5536786,Seed,2022-03-09,,,,natif.ai,https://www.crunchbase.com/organization/natif-ai,"Saarbrücken, Saarland, Germany, Europe","Natif.ai, based in Germany, is a SaaS pioneer in intelligent document processing (IDP) that employs AI to disrupt Document Automation.",https://natif.ai/,Seed,3,5000000,EUR,5536786,Yes,M&A,6
Pre Seed Round - Lucero,https://www.crunchbase.com/funding_round/lucero-ab-pre-seed--557f6835,Artificial Intelligence (AI),Chalmers Ventures AB,Chalmers Ventures AB,600000,SEK,63500,Pre-Seed,2022-03-22,,,,Lucero,https://www.crunchbase.com/organization/lucero-ab,"Gothenburg, Vastra Gotaland, Sweden, Europe","Lucero provides an easy-to-use research tool that builds on in-depth research in optics, microfluidics, and AI to be used by biologists.",https://www.lucerobio.com/,Seed,3,950000,SEK,101834,Yes,Seed,1
Seed Round - Solani Therapeutics,https://www.crunchbase.com/funding_round/solani-therapeutics-seed--e801adae,"Medical, Pet, Veterinary",,Korpun Siemen,,,,Seed,2022-01-01,,,,Solani Therapeutics,https://www.crunchbase.com/organization/solani-therapeutics,"Oulu, Oulu, Finland, Europe",Solani Therapeutics develops medical products for companion and production animals.,http://www.solanitherapeutics.com/,Seed,1,,,,Yes,Seed,1
Seed Round - Filu,https://www.crunchbase.com/funding_round/filu-seed--adf11bf8,"Health Care, Veterinary, Wellness",,"Anna Alex, Matthias Koch, Michael Hurnaus",,,,Seed,2022-06-16,,,,Filu,https://www.crunchbase.com/organization/filu,"Berlin, Berlin, Germany, Europe",Filu relies on veterinary practices.,https://www.filu.vet,Seed,4,9541299,USD,9541299,Yes,Seed,3
Seed Round - TreasureHunter,https://www.crunchbase.com/funding_round/treasurehunter-seed--ecced4d7,"Advertising, Blogging Platforms, Content, Content Syndication, Digital Media, Information Technology, Media and Entertainment, SEO, Social Media, Software",,"Daniel Schellhoss, Dimitar Valtchev, Dirk Nagel, Felix Brosius, Finn Wentzler, Michael Fink, Patrick Malcor, Peter Bruhn, Tim Albrecht",1850000,EUR,2007267,Seed,2022-04-20,,,,TreasureHunter,https://www.crunchbase.com/organization/treasurehunter,"Munich, Bayern, Germany, Europe","The Digital Demand Aggregator acquires Content Websites and scales them by leveraging custom tech, growth playbooks & portfolio synergies.",https://treasurehunter.media/,Seed,3,8917323,USD,8917323,Yes,Seed,9
Pre Seed Round - porkchop,https://www.crunchbase.com/funding_round/porkchop-pre-seed--401788a2,"Aerospace, Information Technology, Space Travel",Icebreaker.vc,"Arctic Ventures, Icebreaker.vc, KTH Holding, Propel Capital",,,,Pre-Seed,2022-01-14,,,,porkchop,https://www.crunchbase.com/organization/porkchop,"Stockholm, Stockholms Lan, Sweden, Europe",In-space logistics enabled by a reusable vehicle,https://www.porkchop.space/,Seed,2,,,,Yes,Seed,4
Seed Round - Bowter,https://www.crunchbase.com/funding_round/bowter-seed--b8a3f35a,"Boating, Marine Technology, Marine Transportation",Dragon Invest,Dragon Invest,6000000,SEK,582351,Seed,2022-07-01,30000000,SEK,2911755,Bowter,https://www.crunchbase.com/organization/bowter,"Arvika, Varmlands Lan, Sweden, Europe",Electric self charging boats that you can rent with your mobile phone,https://www.bowter.com,Seed,1,6000000,SEK,582351,Yes,Seed,1
Seed Round - Happie Camp,https://www.crunchbase.com/funding_round/happie-camp-seed--2ea8b2aa,"Service Industry, Travel, Travel Accommodations",,Södra Ädla,6000000,SEK,590309,Seed,2022-06-15,,,,Happie Camp,https://www.crunchbase.com/organization/happie-camp,"Karlstad, Varmlands Lan, Sweden, Europe",Happie Camp is a well-designed online booking system that allows customers to easily book accommodation in the forest.,https://www.happiecamp.com/,Seed,1,6000000,SEK,590309,Yes,Seed,1
Seed Round - Orthogonal,https://www.crunchbase.com/funding_round/osogna-seed--84b32af0,Software,FineWill Capital,FineWill Capital,1000000,USD,1000000,Seed,2022-02-28,,,,Orthogonal,https://www.crunchbase.com/organization/osogna,"Munich, Bayern, Germany, Europe",We're a leading tool vendor offering specialized software and hardware solutions tailored for spatial computing-based product design.,http://www.orthogonal.cc,Seed,2,4500000,USD,4500000,Yes,Seed,1
Seed Round - LootLocker,https://www.crunchbase.com/funding_round/lootlocker-seed--0a1e379a,"Gaming, Software",IA Ventures,"Acequia Capital (AceCap), Benjy Boxer, Charlie Songhurst, IA Ventures, Incisive Ventures, James Gwertzman, Pitbull Ventures",2100000,USD,2100000,Seed,2022-05-11,,,,LootLocker,https://www.crunchbase.com/organization/lootlocker,"Stockholm, Stockholms Lan, Sweden, Europe","LootLocker is the plug and play, cross-platform backend for developers to build, ship, and run their best games.",https://www.lootlocker.com/,Seed,5,2425986,USD,2425986,Yes,Seed,7
Seed Round - Cabin One,https://www.crunchbase.com/funding_round/cabin-one-seed--29174d38,"Architecture, Home Improvement, Sustainability",Novaco Invest,Novaco Invest,,,,Seed,2022-06-29,,,,Cabin One,https://www.crunchbase.com/organization/cabin-one,"Berlin, Berlin, Germany, Europe",Cabin One engages in designing minimalist houses.,https://www.cabin-one.com/,Seed,1,,,,Yes,Seed,1
Seed Round - Uniqkey,https://www.crunchbase.com/funding_round/uniqkey-seed--33f458b2,"Cyber Security, Identity Management, Information Technology, Network Security, Software",,,1344700,EUR,1420654,Seed,2022-06-22,12102390,EUR,12785980,Uniqkey,https://www.crunchbase.com/organization/uniqkey,"Herlev, Hovedstaden, Denmark, Europe",Uniqkey provides a security management platform that automates employee logins to make businesses secure and productive.,https://uniqkey.eu/,Seed,7,12473860,EUR,13970626,Yes,,
Pre Seed Round - Encore,https://www.crunchbase.com/funding_round/encore-ae44-pre-seed--02b1235c,"Cloud Computing, Cloud Infrastructure, Software, Web Development",Crane Venture Partners,"Acequia Capital (AceCap), Bucky Moore, Crane Venture Partners, Mehdi Ghissassi, Scott Belsky, Third Kind Venture Capital, Unpopular Ventures",2500000,EUR,2698575,Pre-Seed,2022-04-19,,,,Encore,https://www.crunchbase.com/organization/encore-ae44,"Stockholm, Stockholms Lan, Sweden, Europe","Development Platform for building robust type-safe distributed systems with declarative, fully-automated, infrastructure in your cloud.",https://encore.dev,Seed,1,2500000,EUR,2698575,Yes,Seed,7
Pre Seed Round - laiout,https://www.crunchbase.com/funding_round/laiout-pre-seed--0b4cd21c,"Architecture, Construction, Information Technology, Property Management, Real Estate, Software","AMAVI Capital, Pi Labs","AMAVI Capital, Antler, Axeleo Capital, Link Venture Capital, Pi Labs, Trond Riiber Knudsen",7500000,NOK,856971,Pre-Seed,2022-01-14,,,,laiout,https://www.crunchbase.com/organization/laiout,"Oslo, Oslo, Norway, Europe",We will forever change the way early stage architectural floor plans are designed; providing better solutions and saving weeks of time.,https://www.laiout.co,Seed,5,2381104,USD,2381104,Yes,Seed,6
Pre Seed Round - Robotcloud,https://www.crunchbase.com/funding_round/robotcloud-pre-seed--b3610b0d,"Artificial Intelligence (AI), Robotics, SaaS",,,750000,EUR,782595,Pre-Seed,2022-07-03,,,,Robotcloud,https://www.crunchbase.com/organization/robotcloud,"Munich, Bayern, Germany, Europe",Saas Provider for AI Software for robots,https://www.robotcloud.eu,Seed,2,1050000,EUR,1110088,Yes,Seed,
Seed Round - AIPERIA GmbH,https://www.crunchbase.com/funding_round/planerai-seed--bd9c720b,"Artificial Intelligence (AI), Food and Beverage, Information Technology, Machine Learning",,Earlybird Venture Capital,,,,Seed,2022-06-01,,,,AIPERIA GmbH,https://www.crunchbase.com/organization/planerai,"Großrinderfeld, Baden-Wurttemberg, Germany, Europe",AI-based planning solution for fresh food,https://aiperia.com/en,Seed,2,7500000,EUR,7981916,Yes,Early Stage Venture,1
Pre Seed Round - LucidWrite,https://www.crunchbase.com/funding_round/lucidwrite-pre-seed--a25aa67e,"Artificial Intelligence (AI), Marketing, SaaS",,Federal Ministry for Economic Affairs and Energy (BMWi),110000,EUR,122454,Pre-Seed,2022-03-01,,,,LucidWrite,https://www.crunchbase.com/organization/lucidwrite,"Berlin, Berlin, Germany, Europe",LucidWrite writes unique content that content creators can adapt to match their brand voice & writing style.,https://lucidwrite.com/,Seed,1,110000,EUR,122454,Yes,Seed,1
Pre Seed Round - Curawork,https://www.crunchbase.com/funding_round/curawork-pre-seed--f6f4a33e,"Brand Marketing, Health Care, Human Resources, Marketplace, Nursing and Residential Care, Recruiting, Social Network",,,,,,Pre-Seed,2022-05-07,,,,Curawork,https://www.crunchbase.com/organization/curawork,"Bielefeld, Nordrhein-Westfalen, Germany, Europe",Curawork is a platform that enables the development of a career network and encourages job-specific exchange.,https://curawork.de,Seed,1,,,,Yes,Seed,
Seed Round - Parloa,https://www.crunchbase.com/funding_round/parloa-seed--0b6b77e4,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Software, Telecommunications",,"Erik Muttersbach, Michael Wax, Newion, Nicolas Peters, Senovo",4000000,EUR,4151557,Seed,2022-05-12,,,,Parloa,https://www.crunchbase.com/organization/parloa,"Berlin, Berlin, Germany, Europe",Parloa is a conversational AI platform that helps businesses in automating their service channels.,https://parloa.com,Seed,3,85700000,EUR,91979624,Yes,Early Stage Venture,5
Seed Round - SK Gaming,https://www.crunchbase.com/funding_round/sk-gaming-seed--bda4658f,Internet,,Rewe Group,,,,Seed,2022-02-04,,,,SK Gaming,https://www.crunchbase.com/organization/sk-gaming,"Cologne, Nordrhein-Westfalen, Germany, Europe","SK Gaming is an international multi-gaming organisation, gathering together top players of each gaming discipline and upcoming talent.",http://www.sk-gaming.com,Seed,1,,,,Yes,M&A,1
Seed Round - planqc,https://www.crunchbase.com/funding_round/planqc-seed--d8cdaf0e,"Computer, Hardware, Quantum Computing","Speedinvest, UVC Partners","Speedinvest, UVC Partners",,,,Seed,2022-06-28,,,,planqc,https://www.crunchbase.com/organization/planqc,"Munich, Bayern, Germany, Europe",creating quantum computers atom by atom,https://planqc.eu,Seed,4,50000000,EUR,54160971,Yes,Early Stage Venture,2
Seed Round - Vitala,https://www.crunchbase.com/funding_round/vitala-seed--e27708cf,"Digital Media, Fitness, Health Care, Rehabilitation, Wellness",,"Partnerinvest Norr, VEQ",9000000,SEK,916135,Seed,2022-05-01,,,,Vitala,https://www.crunchbase.com/organization/vitala,"Umeå, Vasterbottens Lan, Sweden, Europe",Vitala provides medical training and digital rehabilitation services.,https://www.vitala.health,Seed,2,2336135,USD,2336135,Yes,Seed,2
Pre Seed Round - Ningaloo Biosystems,https://www.crunchbase.com/funding_round/ningaloo-biosystems-pre-seed--f73552d0,"Biopharma, Biotechnology, Manufacturing",,,,,,Pre-Seed,2022-06-06,,,,Ningaloo Biosystems,https://www.crunchbase.com/organization/ningaloo-biosystems,"Köln, Nordrhein-Westfalen, Germany, Europe",Ningaloo Biosystems is a synthetic biology startup.,https://ningaloo.bio,Seed,1,,,,Yes,Seed,
Seed Round - Diet Doctor,https://www.crunchbase.com/funding_round/diet-doctor-seed--9445903f,"Fitness, Health Care, Medical, Personal Health, Wellness",Centripetal,"Centripetal, Graham Weston",3500000,EUR,3819901,Seed,2022-03-11,20500000,EUR,22373709,Diet Doctor,https://www.crunchbase.com/organization/diet-doctor,"Stockholm, Stockholms Lan, Sweden, Europe","Diet Doctor is the world’s largest and most trusted keto and low-carb website for diabetes, weight loss, and other health conditions.",https://www.dietdoctor.com/,Seed,2,3500000,EUR,3819901,Yes,Seed,2
Seed Round - Fein,https://www.crunchbase.com/funding_round/fein-seed--199f591a,"Casual Games, Developer Platform, Gaming",,Klaas Kersting,,,,Seed,2022-02-24,,,,Fein,https://www.crunchbase.com/organization/fein,"Berlin, Berlin, Germany, Europe",Fein is a game-developing firm that offers casual games.,https://fein.games/,Seed,1,,,,Yes,Seed,1
Seed Round - Paragit Solutions,https://www.crunchbase.com/funding_round/paragit-solutions-seed--53f63400,"Biotechnology, Health Care, Medical, Medical Device",,,2000000,EUR,2130259,Seed,2022-06-01,,,,Paragit Solutions,https://www.crunchbase.com/organization/paragit-solutions,"Frederiksberg, Hovedstaden, Denmark, Europe",Paragit Solutions develops systems for improving care and diagnosis of movement disorders.,https://www.paragit.com/,Seed,5,2000000,EUR,2130259,Yes,Seed,
Seed Round - Acuminor,https://www.crunchbase.com/funding_round/acuminor-seed--f0ef1ad2,Finance,,"Edastra Venture Capital, Zenith Venture Capital",14000000,SEK,1482289,Seed,2022-02-21,,,,Acuminor,https://www.crunchbase.com/organization/acuminor,"Stockholm, Stockholms Lan, Sweden, Europe",Acuminor is a regulatory technology company specializing in financial crime intelligence.,https://www.acuminor.com/,Seed,2,29000000,SEK,3174424,Yes,Seed,2
Seed Round - ReVibe Energy,https://www.crunchbase.com/funding_round/revibe-energy-seed--4f9a6a57,"Clean Energy, CleanTech, Energy, Information Technology, Sensor",,Chalmers Ventures AB,8400000,SEK,800790,Seed,2022-07-09,,,,ReVibe Energy,https://www.crunchbase.com/organization/revibe-energy,"Gothenburg, Vastra Gotaland, Sweden, Europe",ReVibe Energy® provides sensors and monitoring systems with a power source that is both sustainable and reliable.,http://revibeenergy.com/,Seed,8,4016502,USD,4016502,Yes,Seed,1
Seed Round - DUDE CHEM,https://www.crunchbase.com/funding_round/dude-chem-seed--f6faab70,"Chemical, Manufacturing, Pharmaceutical",Frontline Ventures,"Auxxo, Frontline Ventures, Octopus Ventures",2700000,EUR,3083536,Seed,2022-02-08,,,,DUDE CHEM,https://www.crunchbase.com/organization/dude-chem,"Berlin, Berlin, Germany, Europe",DUDE CHEM is a leading company in green chemical manufacturing based in Berlin.,https://www.dudechem.com/,Seed,2,9200000,EUR,10087582,Yes,Seed,3
Pre Seed Round - Tjommi,https://www.crunchbase.com/funding_round/tjommi-pre-seed--51d404e6,FinTech,Nordic Makers,Nordic Makers,1100000,EUR,1156062,Pre-Seed,2022-05-02,,,,Tjommi,https://www.crunchbase.com/organization/tjommi,"Copenhagen, Hovedstaden, Denmark, Europe",Tjommi is a B2C app helping customers get money back from price drops.,https://web.tjommi.app/,Seed,2,1647000,EUR,1807642,Yes,Seed,1
Pre Seed Round - Dgree Education,https://www.crunchbase.com/funding_round/dgree-io-pre-seed--b4f56e07,"Corporate Training, E-Learning, Education, Personal Development, Software",,,,,,Pre-Seed,2022-02-01,,,,Dgree Education,https://www.crunchbase.com/organization/dgree-io,"Essen, Nordrhein-Westfalen, Germany, Europe",Dgree is the answer to the paradigm shift in personnel development,https://www.dgree.io,Seed,2,,,,Yes,Seed,
Seed Round - Traverise,https://www.crunchbase.com/funding_round/traverise-seed--694400c9,"SaaS, Training, Travel Accommodations",,CKM Group,,,,Seed,2022-06-22,,,,Traverise,https://www.crunchbase.com/organization/traverise,"Herborn, Hessen, Germany, Europe",All-in-One Booking Management Software for SMEs,https://traverise.com,Seed,1,,,,Yes,Seed,1
Seed Round - OONIQUE,https://www.crunchbase.com/funding_round/oonique-seed--41e009b3,"DIY, E-Commerce, Fashion",,SevenAccelerator,,,,Seed,2022-01-01,,,,OONIQUE,https://www.crunchbase.com/organization/oonique,"Munich, Bayern, Germany, Europe",We create fashion knitting sets,https://www.oonique.com,Seed,3,250000,EUR,295295,Yes,Early Stage Venture,1
Seed Round - CurifyLabs,https://www.crunchbase.com/funding_round/curify-group-seed--f2538d44,"3D Printing, Biotechnology, Health Care, Pharmaceutical",Lifeline Ventures,Lifeline Ventures,2000000,EUR,2209701,Seed,2022-04-01,,,,CurifyLabs,https://www.crunchbase.com/organization/curify-group,"Helsinki, Southern Finland, Finland, Europe",CurifyLabs is a healthtech company.,https://www.curifylabs.com,Seed,3,3466665,USD,3466665,Yes,Seed,1
